日期,场景ID,场景名字,原二级场景ID,原二级场景名字,计划ID,计划名字,单元ID,单元名字,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,曝光新客数,进店新客数,加购新客数,收藏新客数,新客支付金额,新客点击率,新客成交转化率,自然流量转化金额,自然流量曝光量
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,70895307948,儿童水杯上学专用2024新款女孩ppus塑料吸管杯子女童宝宝水壶夏季,808517163024,商品,儿童水杯上学专用2024新款女孩ppus塑料吸管杯子女童宝宝水壶夏季,57,3,0.71,0.05263,0.24,12.46,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,11,3,3,1,0,0,0.19298,8,4,0,,0,0.00,0,0,,,41,3,0,0,0.00,0.05556,0,0.00,0
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,70808096317,蛋仔派对儿童水杯上学专用2024新款男孩学生分仓双饮杯子水壶夏季,803032885082,商品,蛋仔派对儿童水杯上学专用2024新款男孩学生分仓双饮杯子水壶夏季,709,35,15.12,0.04937,0.43,21.33,0.00,0,0.00,0,0.00,0,209.40,0.00,209.40,3,3,0,0.08571,13.85,5.04,4,3,1,0.11429,0,0,,4,3.78,4,3.78,0,,0,3.78,3,507.00,0,0,0,0,0.00,2,40,31,30,0.96774,0,0,0.05642,5,1,2,1,0,0.00,0,2,2,104.70,588,31,4,0,209.40,0.04871,0.08824,119.33,1293
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,70739157884,蛋仔派对儿童水杯双饮杯子男孩小学生上学专用2024新款女水壶夏季,800351628092,商品,蛋仔派对儿童水杯双饮杯子男孩小学生上学专用2024新款女水壶夏季,168,5,3.85,0.02976,0.77,22.92,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,7,5,3,0.6,0,0,0.04167,2,1,0,,0,0.00,0,0,,,144,5,0,0,0.00,0.0241,0,0.47,2
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,70595856484,蛋仔派对儿童水杯吸管双饮杯子小学生上学专用大肚杯男孩水壶夏季,799744844933,商品,蛋仔派对儿童水杯吸管双饮杯子小学生上学专用大肚杯男孩水壶夏季,149,9,3.99,0.0604,0.44,26.78,0.00,0,0.00,0,0.00,0,69.80,0.00,69.80,1,1,0,0.11111,17.49,3.99,1,1,0,0.11111,0,0,,1,3.99,1,3.99,0,,0,3.99,1,129.00,0,0,0,0,0.00,0,10,8,6,0.75,0,0,0.06711,1,1,1,1,0,0.00,0,1,1,69.80,122,8,1,0,69.80,0.0625,0.11111,32.97,903
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,70487648633,蛋仔派对儿童水杯吸管杯子女童小学生上学专用大肚杯男孩水壶夏天,794546314753,商品,蛋仔派对儿童水杯吸管杯子女童小学生上学专用大肚杯男孩水壶夏天,585,16,6.19,0.02735,0.39,10.58,0.00,0,0.00,0,0.00,0,39.90,0.00,39.90,1,1,0,0.0625,6.45,6.19,1,1,0,0.0625,0,0,,1,6.19,1,6.19,0,,0,6.19,1,129.00,0,0,0,0,0.00,0,20,12,8,0.66667,0,0,0.03419,4,2,1,1,0,0.00,0,1,1,39.90,476,13,1,0,39.90,0.02613,0.06667,8.09,360
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,70208598340,奥特曼儿童水杯男孩小学生双饮吸管杯子上学专用幼儿园夏天水壶瓶,725386476392,商品,奥特曼儿童水杯男孩小学生双饮吸管杯子上学专用幼儿园夏季水壶瓶,378,10,4.45,0.02646,0.45,11.77,0.00,0,0.00,0,0.00,0,49.90,0.00,49.90,1,1,0,0.1,11.21,4.45,2,2,0,0.2,0,0,,2,2.23,2,2.23,0,,0,2.23,2,398.00,0,0,0,0,0.00,0,14,10,8,0.8,0,0,0.03704,4,1,1,1,0,0.00,0,1,1,49.90,309,10,2,0,49.90,0.02452,0.11111,35.44,264
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,70201700566,儿童水杯女上学专用塑料吸管杯子男孩小学生可爱水壶夏天2024新款,777857234572,商品,儿童水杯女上学专用塑料吸管杯子男孩小学生可爱水壶夏天2024新款,32,2,0.77,0.0625,0.39,24.06,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,2,2,1,0,0,0.0625,0,1,0,,0,0.00,0,0,,,26,2,0,0,0.00,0.06452,0,0.42,8
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,69734638214,儿童保温杯女小学生水杯子女孩上学专用水壶三丽鸥库洛米2024新款,735478522484,商品,儿童保温杯女小学生水杯子女孩上学专用水壶三丽鸥库洛米2024新款,607,8,5.01,0.01318,0.63,8.25,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,10,8,6,0.75,0,0,0.01647,2,1,0,,0,0.00,0,0,,,473,8,0,0,0.00,0.01351,0,0.05,17
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,69728861096,草莓熊保温杯女生高颜值2024新款迪士尼儿童水杯女孩学生上学专用,746720528548,商品,迪士尼草莓熊保温杯女生高颜值2024新款儿童水杯女孩学生上学专用,785,37,17.39,0.04713,0.47,22.15,0.00,0,0.00,0,0.00,0,89.88,0.00,89.88,1,1,0,0.02703,5.17,17.39,4,3,1,0.10811,0,0,,4,4.35,4,4.35,0,,0,4.35,1,199.00,0,0,0,0,0.00,1,55,32,29,0.90625,0,0,0.07006,18,2,1,1,0,0.00,0,1,1,89.88,637,32,2,0,89.88,0.047,0.02778,36.67,465
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,69728817287,三丽鸥库洛米儿童保温杯女孩小学生水杯上学专用女童水壶2024新款,682712701386,商品,三丽鸥库洛米儿童保温杯女孩小学生水杯上学专用女童水壶2024新款,610,38,16.34,0.0623,0.43,26.79,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,6,5,1,0.15789,0,0,,6,2.72,6,2.72,0,,0,2.72,2,218.90,0,0,0,0,0.00,2,62,31,27,0.87097,0,0,0.10164,24,2,0,,0,0.00,0,0,,,486,31,2,0,0.00,0.06207,0,6.27,80
2024-09-25,371,关键词推广,371,关键词推广,69734654132,多链接_儿童水杯女孩趋势拉新,69724757940,库洛米儿童水杯吸管双饮杯子小学生上学专用2024新款女孩水壶夏季,706230617365,商品,库洛米儿童水杯吸管双饮杯子小学生上学专用2024新款女孩水壶夏季,743,33,22.01,0.04441,0.67,29.62,0.00,0,0.00,0,0.00,0,149.70,0.00,149.70,3,3,0,0.09091,6.80,7.34,5,3,2,0.15152,0,0,,5,4.40,5,4.40,0,,0,4.40,3,507.00,0,0,0,0,0.00,0,46,28,26,0.92857,0,0,0.06191,13,2,3,1,0,0.00,0,3,1,49.90,605,28,4,0,149.70,0.04508,0.09091,85.23,964
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,71870673895,儿童保温杯女孩上学专用女童2024新款小学生水杯吸管杯子宝宝水壶,827189960269,商品,儿童保温杯女孩上学专用女童2024新款小学生水杯吸管杯子宝宝水壶,40,1,0.38,0.025,0.38,9.50,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.025,0,1,0,,0,0.00,0,0,,,28,1,0,0,0.00,0.03571,0,0.13,4
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,71589494429,蛋仔派对儿童保温杯男孩小学生上学专用幼儿园2024新款吸管水杯子,826234492041,商品,蛋仔派对儿童保温杯男孩小学生上学专用幼儿园2024新款吸管水杯子,56,2,0.45,0.03571,0.23,8.04,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,2,2,1,0,0,0.03571,0,1,0,,0,0.00,0,0,,,39,2,0,0,0.00,0.04255,0,0.00,27
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,71568799677,316保温杯女新款2024男生水杯子儿童小学生上学专用男孩运动水,745722039090,商品,保温杯女生高颜值新款2023秋冬季男生水杯子儿童学生上学专用水壶,51,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,36,0,0,0,0.00,0,,0.00,0
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,71547947739,密码锁保温杯儿童男孩上学专用女幼儿园小学生指纹水杯子生日礼物,828385668327,商品,密码锁保温杯儿童男孩上学专用女幼儿园小学生指纹水杯子生日礼物,53,3,0.48,0.0566,0.16,9.06,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,3,3,3,1,0,0,0.0566,0,1,0,,0,0.00,0,0,,,44,3,0,0,0.00,0.06383,0,0.40,2
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70757198512,蛋仔派对儿童水杯双饮杯子男孩小学生上学专用2024新款女水壶夏季,800351628092,商品,蛋仔派对儿童水杯双饮杯子男孩小学生上学专用2024新款女水壶夏季,152,5,7.32,0.03289,1.46,48.16,0.00,0,0.00,0,0.00,0,44.95,44.87,89.82,2,1,1,0.4,12.27,3.66,2,1,1,0.4,0,0,,2,3.66,2,3.66,0,,0,3.66,2,298.00,0,0,0,0,0.00,1,8,4,3,0.75,0,0,0.05263,3,2,1,0.5,0,0.00,0,2,1,44.91,96,4,0,0,44.95,0.03226,0.25,57.39,763
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70476757930,蛋仔派对儿童水杯吸管杯子女童小学生上学专用大肚杯男孩水壶夏天,794546314753,商品,蛋仔派对儿童水杯吸管杯子女童小学生上学专用大肚杯男孩水壶夏天,197,9,9.20,0.04569,1.02,46.70,0.00,0,0.00,0,0.00,0,0.00,67.90,67.90,1,0,1,0.11111,7.38,9.20,3,1,2,0.33333,0,0,,3,3.07,3,3.07,0,,0,3.07,1,399.00,0,0,0,0,0.00,2,20,8,5,0.625,0,0,0.10152,11,3,1,1,0,0.00,0,1,1,67.90,130,8,1,0,67.90,0.05229,0.125,76.86,731
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70208740087,草莓熊保温杯女生高颜值2024新款迪士尼儿童水杯女孩学生上学专用,746720528548,商品,迪士尼草莓熊保温杯女生高颜值2024新款儿童水杯女孩学生上学专用,213,28,28.60,0.13146,1.02,134.27,0.00,0,0.00,0,0.00,0,289.70,42.90,332.60,4,3,1,0.14286,11.63,7.15,4,3,1,0.14286,2,0,,6,4.77,6,4.77,2,14.30,0.07143,7.15,6,944.00,1,1,0,0,0.00,1,71,23,14,0.6087,0,0,0.33333,43,3,1,0.25,0,42.90,1,4,1,83.15,142,23,1,1,109.90,0.13218,0.04348,185.33,2797
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70208692167,三丽鸥库洛米儿童保温杯女孩小学生水杯上学专用女童水壶2024新款,682712701386,商品,三丽鸥库洛米儿童保温杯女孩小学生水杯上学专用女童水壶2024新款,68,6,4.94,0.08824,0.82,72.65,0.00,0,0.00,0,0.00,0,59.80,44.90,104.70,2,1,1,0.33333,21.19,2.47,3,1,2,0.5,1,0,,4,1.24,4,1.24,1,4.94,0.16667,1.65,3,347.90,0,1,0,0,0.00,1,9,5,2,0.4,0,0,0.13235,3,2,1,0.5,0,0.00,0,2,1,52.35,43,5,1,0,59.80,0.11364,0.2,52.26,1257
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70208608447,儿童保温杯吸管水杯女孩2024新款小学生上学专用宝宝婴幼儿园水壶,653024530391,商品,儿童保温杯吸管水杯子女孩可爱食品级316小学生上学专用宝宝水壶,342,18,18.82,0.05263,1.05,55.03,0.00,0,0.00,0,0.00,0,79.80,138.00,217.80,4,2,2,0.22222,11.57,4.71,4,2,2,0.22222,2,0,,6,3.14,6,3.14,2,9.41,0.11111,4.71,4,796.00,1,1,0,0,0.00,1,31,18,12,0.66667,0,0,0.09064,13,2,1,0.33333,0,0.00,0,3,1,72.60,251,18,1,0,39.90,0.04667,0.07143,42.39,1441
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70201718597,库洛米保温杯双饮高颜值儿童水杯子女孩三丽鸥小学生上学专用水壶,754716553690,商品,库洛米保温杯双饮高颜值儿童水杯子女孩三丽鸥小学生上学专用水壶,157,3,2.59,0.01911,0.86,16.50,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,9,3,2,0.66667,0,0,0.05732,6,3,0,,0,0.00,0,0,,,110,3,0,0,0.00,0.02273,0,1.94,20
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70025726601,夏天双饮儿童水杯男童小学生上学专用双口吸管杯子男孩方形水壶瓶,675070883486,商品,网红双饮吸管儿童水杯夏季男童小学生上学专用杯子男孩方形水壶瓶,164,14,16.41,0.08537,1.17,100.06,0.00,0,0.00,0,0.00,0,39.90,49.90,89.80,2,1,1,0.14286,5.47,8.21,0,0,0,0,1,0,,1,16.41,1,16.41,1,16.41,0.07143,,2,328.00,0,1,0,0,0.00,0,17,12,10,0.83333,0,0,0.10366,3,1,2,1,0,0.00,0,2,1,44.90,136,12,0,1,89.80,0.0915,0.14286,69.38,978
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70021349099,双头儿童水杯小学生上学专用双饮吸管杯子男孩运动便携水壶瓶夏天,697480084273,商品,双头儿童水杯小学生上学专用双饮吸管杯子男生运动便携水壶瓶夏季,150,6,5.53,0.04,0.92,36.87,0.00,0,0.00,0,0.00,0,0.00,49.90,49.90,1,0,1,0.16667,9.02,5.53,2,1,1,0.33333,0,0,,2,2.77,2,2.77,0,,0,2.77,1,199.00,0,0,0,0,0.00,0,6,5,3,0.6,0,0,0.04,0,1,0,0,0,0.00,0,1,1,49.90,109,5,0,0,0.00,0.04065,0,38.54,423
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70021327168,草莓熊儿童水杯学生上学专用双饮吸管杯2024新款女迪士尼水壶夏天,713589653351,商品,迪士尼草莓熊儿童水杯女生新款2023夏季双饮吸管杯子上学专用水壶,139,13,10.54,0.09353,0.81,75.83,0.00,0,0.00,0,0.00,0,49.90,0.00,49.90,1,1,0,0.07692,4.73,10.54,1,0,1,0.07692,0,0,,1,10.54,1,10.54,0,,0,10.54,1,129.00,0,0,0,0,0.00,1,19,11,10,0.90909,0,0,0.13669,6,2,1,1,0,0.00,0,1,1,49.90,90,11,1,0,49.90,0.104,0.07692,13.14,234
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70016743618,库洛米儿童水杯吸管双饮杯子小学生上学专用2024新款女孩水壶夏季,706230617365,商品,库洛米儿童水杯吸管双饮杯子小学生上学专用2024新款女孩水壶夏季,71,5,8.27,0.07042,1.65,116.48,0.00,0,0.00,0,0.00,0,54.90,0.00,54.90,1,1,0,0.2,6.64,8.27,1,1,0,0.2,0,0,,1,8.27,1,8.27,0,,0,8.27,2,188.00,0,0,0,0,0.00,1,14,5,3,0.6,0,0,0.19718,9,3,0,0,0,0.00,0,1,1,54.90,56,5,0,0,0.00,0.04839,0,28.83,292
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70016717740,奥特曼儿童水杯男孩小学生双饮吸管杯子上学专用幼儿园夏天水壶瓶,725386476392,商品,奥特曼儿童水杯男孩小学生双饮吸管杯子上学专用幼儿园夏季水壶瓶,188,15,25.35,0.07979,1.69,134.84,0.00,0,0.00,0,0.00,0,259.40,0.00,259.40,4,4,0,0.26667,10.23,6.34,5,4,1,0.33333,1,1,25.35,7,3.62,6,4.23,2,25.35,0.06667,5.07,4,995.00,0,1,0,0,0.00,2,31,11,10,0.90909,0,0,0.16489,16,3,4,1,0,0.00,0,4,1,64.85,134,11,5,1,259.40,0.08974,0.28571,137.26,1021
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,69792222062,草莓熊儿童吸管水杯大容量女高颜值上学专用大肚杯迪士尼水壶夏季,768288470467,商品,草莓熊儿童吸管水杯大容量女高颜值上学专用大肚杯迪士尼水壶夏季,107,6,7.17,0.05607,1.20,67.01,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,14,4,3,0.75,0,0,0.13084,8,4,0,,0,0.00,0,0,,,77,4,0,0,0.00,0.04545,0,0.01,5
2024-09-25,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,69734488470,草莓熊双饮儿童水杯女生吸管杯子学生上学专用女孩迪士尼水壶夏季,765757912586,商品,草莓熊双饮儿童水杯女生吸管杯子学生上学专用女孩迪士尼水壶夏季,58,3,3.95,0.05172,1.32,68.10,0.00,0,0.00,0,0.00,0,0.00,59.90,59.90,1,0,1,0.33333,15.16,3.95,1,0,1,0.33333,1,0,,2,1.98,2,1.98,1,3.95,0.33333,3.95,1,199.00,0,1,0,0,0.00,1,8,3,1,0.33333,0,0,0.13793,5,3,0,0,0,0.00,0,1,1,59.90,44,3,0,0,0.00,0.02041,0,37.93,1291
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,71764754414,多层不锈钢保温饭盒冬天24小时超长大容量带饭桶便携上班族汤壶碗,747417320309,商品,多层不锈钢保温饭盒冬天24小时超长大容量带饭桶便携上班族汤壶碗,346,26,10.94,0.07514,0.42,31.62,0.00,0,0.00,0,0.00,0,59.90,0.00,59.90,1,1,0,0.03846,5.48,10.94,1,1,0,0.03846,0,0,,1,10.94,1,10.94,0,,0,10.94,1,199.00,0,0,0,0,0.00,0,39,23,19,0.82609,0,0,0.11272,13,2,0,0,0,0.00,0,1,1,59.90,288,23,1,0,0.00,0.0753,0,11.72,213
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,71725851177,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,807401375016,商品,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,409,31,11.57,0.07579,0.37,28.29,0.00,0,0.00,0,0.00,0,39.90,0.00,39.90,1,1,0,0.03226,3.45,11.57,3,3,0,0.09677,0,0,,3,3.86,3,3.86,0,,0,3.86,1,149.00,0,0,0,0,0.00,2,81,30,22,0.73333,0,0,0.19804,50,3,1,1,0,0.00,0,1,1,39.90,356,30,3,0,39.90,0.06923,0.03704,14.24,241
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,71716323583,保温饭盒上班族小学生专用带饭桶可微波炉加热多层便携便当盒餐盒,726635389726,商品,保温饭盒冬季上班族小学生专用带饭桶可微波炉加热多层便当盒餐盒,386,30,9.11,0.07772,0.30,23.60,0.00,0,0.00,0,0.00,0,0.00,123.60,123.60,4,0,4,0.13333,13.57,2.28,7,4,3,0.23333,0,0,,7,1.30,7,1.30,0,,0,1.30,4,796.00,0,0,0,0,0.00,0,47,26,25,0.96154,0,0,0.12176,17,2,1,1,0,0.00,0,1,4,123.60,322,26,5,0,123.60,0.07958,0.13333,32.30,774
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69220550564,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,693830220783,商品,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,228,22,7.94,0.09649,0.36,34.82,0.00,0,0.00,0,0.00,0,134.80,0.00,134.80,2,2,0,0.09091,16.98,3.97,5,5,0,0.22727,0,0,,5,1.59,5,1.59,0,,0,1.59,2,398.00,0,0,0,0,0.00,1,44,18,12,0.66667,0,0,0.19298,22,2,2,1,0,0.00,0,2,1,67.40,198,18,5,0,134.80,0.09677,0.09524,31.82,596
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69220490798,冬天不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶碗,632475827272,商品,秋冬季不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶,502,35,17.62,0.06972,0.50,35.10,0.00,0,0.00,0,0.00,0,209.50,0.00,209.50,3,3,0,0.08571,11.89,5.87,0,0,0,0,0,0,,0,,0,,0,,0,,3,594.00,0,0,0,0,0.00,5,70,33,24,0.72727,0,0,0.13944,35,2,3,1,0,0.00,0,3,1,69.83,396,33,0,0,209.50,0.06681,0.09375,56.78,386
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69218869288,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,675934150888,商品,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,133,18,10.20,0.13534,0.57,76.69,0.00,0,0.00,0,0.00,0,84.70,0.00,84.70,2,2,0,0.11111,8.30,5.10,2,2,0,0.11111,0,0,,2,5.10,2,5.10,0,,0,5.10,4,237.80,0,0,0,0,0.00,3,30,14,14,1,0,0,0.22556,12,2,2,1,0,0.00,0,2,1,42.35,115,14,2,0,84.70,0.144,0.11111,25.93,560
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69218181897,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,720335400398,商品,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,295,24,10.00,0.08136,0.42,33.90,0.00,0,0.00,0,0.00,0,79.90,0.00,79.90,1,1,0,0.04167,7.99,10.00,11,7,4,0.45833,2,0,,13,0.77,13,0.77,2,5.00,0.08333,0.91,1,199.00,2,0,0,0,0.00,4,59,23,17,0.73913,0,0,0.2,34,3,1,1,0,0.00,0,1,1,79.90,253,22,5,2,79.90,0.0807,0.04348,48.63,864
2024-09-25,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69216011694,多层保温饭盒可微波炉加热带饭桶大容量便携上班族不锈钢便当餐盒,696808936573,商品,多层保温饭盒秋冬季可微波炉加热带饭桶碗上班族不锈钢便当盒餐盒,464,42,22.62,0.09052,0.54,48.75,0.00,0,0.00,0,0.00,0,205.23,0.00,205.23,4,4,0,0.09524,9.07,5.66,6,3,3,0.14286,1,0,,7,3.23,7,3.23,1,22.62,0.02381,3.77,4,796.00,0,1,0,0,0.00,3,64,35,33,0.94286,0,0,0.13793,22,2,4,1,0,0.00,0,4,1,51.31,412,35,4,1,205.23,0.09231,0.09524,48.94,1245
2024-09-25,371,关键词推广,371,关键词推广,69020005413,简约咖啡杯日常收割,71206088636,咖啡杯保温水杯2024新款女不锈钢保冷杯子便携男生可乐豆浆随行杯,806503062347,商品,咖啡杯保温水杯2024新款女不锈钢保冷杯子便携男生可乐豆浆随行杯,2009,38,44.81,0.01891,1.18,22.30,0.00,0,0.00,0,0.00,0,124.50,213.20,337.70,10,4,6,0.26316,7.54,4.48,7,4,3,0.18421,4,0,,11,4.07,11,4.07,4,11.20,0.10526,6.40,18,1319.20,2,2,0,0,0.00,2,73,33,24,0.72727,0,0,0.03634,38,2,4,0.44444,0,0.00,0,9,1,37.52,1492,36,3,1,111.40,0.01622,0.12903,169.29,4659
2024-09-25,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,71740247344,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,807401375016,商品,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,43,1,0.05,0.02326,0.05,1.16,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.02326,0,1,0,,0,0.00,0,0,,,39,1,0,0,0.00,0.02381,0,0.02,2
2024-09-25,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,71616389493,冬天不锈钢保温饭盒24小时超长多层大容量便携带饭桶壶手提上班族,767759025702,商品,冬天不锈钢保温饭盒24小时超长多层大容量便携带饭桶壶手提上班族,71,2,1.94,0.02817,0.97,27.32,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,3,2,1,0.5,0,0,0.04225,1,2,0,,0,0.00,0,0,,,60,2,0,0,0.00,0.01515,0,0.00,0
2024-09-25,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,70994196018,冬天不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶碗,632475827272,商品,秋冬季不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶,76,3,2.92,0.03947,0.97,38.42,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,10,2,2,1,0,0,0.13158,7,5,0,,0,0.00,0,0,,,60,2,0,0,0.00,0.04412,0,0.86,69
