日期,场景ID,场景名字,原二级场景ID,原二级场景名字,计划ID,计划名字,单元ID,单元名字,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,曝光新客数,进店新客数,加购新客数,收藏新客数,新客支付金额,新客点击率,新客成交转化率,自然流量转化金额,自然流量曝光量
2024-09-12,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70016743618,库洛米儿童水杯吸管双饮杯子小学生上学专用2024新款女孩水壶夏季,706230617365,商品,库洛米儿童水杯吸管双饮杯子小学生上学专用2024新款女孩水壶夏季,140,5,4.58,0.03571,0.92,32.71,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.2,0,0,,1,4.58,1,4.58,0,,0,4.58,1,169.00,0,0,0,0,0.00,1,8,4,3,0.75,0,0,0.05714,3,2,0,,0,0.00,0,0,,,100,4,1,0,0.00,0.03333,0,0.26,5
2024-09-12,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,70016717740,奥特曼儿童水杯男孩小学生双饮吸管杯子上学专用幼儿园夏天水壶瓶,725386476392,商品,奥特曼儿童水杯男孩小学生双饮吸管杯子上学专用幼儿园夏季水壶瓶,245,12,17.07,0.04898,1.42,69.67,0.00,0,0.00,0,0.00,0,104.70,45.90,150.60,3,2,1,0.25,8.82,5.69,2,2,0,0.16667,1,0,,3,5.69,3,5.69,1,17.07,0.08333,8.54,3,567.00,1,0,0,0,0.00,2,19,10,8,0.8,0,0,0.07755,7,2,2,0.66667,0,0.00,0,3,1,50.20,176,10,1,0,95.70,0.04695,0.2,114.53,1233
2024-09-12,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,69792222062,迪士尼草莓熊儿童吸管水杯大容量女高颜值上学专用大肚杯水壶夏季,768288470467,商品,迪士尼草莓熊儿童吸管水杯大容量女高颜值上学专用大肚杯水壶夏季,203,5,1.44,0.02463,0.29,7.09,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,5,4,3,0.75,0,0,0.02463,0,1,0,,0,0.00,0,0,,,161,4,0,0,0.00,0.02703,0,0.03,7
2024-09-12,371,关键词推广,371,关键词推广,69731090970,多链接_儿童水杯趋势收割,69734488470,迪士尼草莓熊双饮儿童水杯女生吸管杯子学生上学专用女孩水壶夏季,765757912586,商品,迪士尼草莓熊双饮儿童水杯女生吸管杯子学生上学专用女孩水壶夏季,102,10,4.12,0.09804,0.41,40.39,0.00,0,0.00,0,0.00,0,79.90,49.60,129.50,2,1,1,0.2,31.43,2.06,4,3,1,0.4,0,0,,4,1.03,4,1.03,0,,0,1.03,2,368.00,0,0,0,0,0.00,2,27,7,3,0.42857,0,0,0.26471,16,4,2,1,0,0.00,0,2,1,64.75,69,7,1,0,129.50,0.10588,0.22222,26.85,543
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,71764754414,多层不锈钢保温饭盒冬天24小时超长大容量带饭桶便携上班族汤壶碗,747417320309,商品,多层不锈钢保温饭盒冬天24小时超长大容量带饭桶便携上班族汤壶碗,562,18,9.72,0.03203,0.54,17.30,0.00,0,0.00,0,0.00,0,0.00,74.88,74.88,1,0,1,0.05556,7.70,9.72,1,0,1,0.05556,1,0,,2,4.86,2,4.86,1,9.72,0.05556,9.72,2,398.00,1,0,0,0,0.00,0,30,16,12,0.75,0,0,0.05338,11,2,1,1,0,0.00,0,1,1,74.88,452,15,1,1,74.88,0.03352,0.05556,5.23,270
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,71725851177,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,807401375016,商品,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,400,36,14.91,0.09,0.41,37.28,0.00,0,0.00,0,0.00,0,69.90,0.00,69.90,1,1,0,0.02778,4.69,14.91,7,5,2,0.19444,1,0,,8,1.86,8,1.86,1,14.91,0.02778,2.13,1,149.00,1,0,0,0,0.00,1,75,34,28,0.82353,0,0,0.1875,39,2,1,1,0,0.00,0,1,1,69.90,344,34,7,1,69.90,0.08718,0.02941,17.13,656
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,71716323583,保温饭盒上班族小学生专用带饭桶可微波炉加热多层便携便当盒餐盒,726635389726,商品,保温饭盒冬季上班族小学生专用带饭桶可微波炉加热多层便当盒餐盒,423,38,19.07,0.08983,0.50,45.08,0.00,0,0.00,0,0.00,0,119.70,0.00,119.70,2,2,0,0.05263,6.28,9.54,10,8,2,0.26316,1,0,,11,1.73,11,1.73,1,19.07,0.02632,1.91,2,258.00,1,0,0,0,0.00,1,84,36,29,0.80556,0,0,0.19858,46,2,2,1,0,0.00,0,2,1,59.85,358,36,8,1,119.70,0.09113,0.05405,63.66,966
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,71098536951,保温饭盒上班族冬天超长保温桶24小时不锈钢便当盒大容量便携汤壶,813205216722,商品,保温饭盒上班族冬天超长保温桶24小时不锈钢便当盒大容量便携汤壶,112,2,1.02,0.01786,0.51,9.11,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,2,2,1,0,0,0.01786,0,1,0,,0,0.00,0,0,,,78,2,0,0,0.00,0.01961,0,0.00,1
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69220550564,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,693830220783,商品,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,394,57,30.17,0.14467,0.53,76.57,0.00,0,0.00,0,0.00,0,59.90,8.00,67.90,2,1,1,0.03509,2.25,15.09,8,8,0,0.14035,1,0,,9,3.35,9,3.35,1,30.17,0.01754,3.77,2,359.00,1,0,0,0,0.00,4,126,48,39,0.8125,0,0,0.3198,69,3,1,0.5,0,0.00,0,2,1,33.95,331,48,6,1,59.90,0.14436,0.01818,53.07,850
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69220490798,冬天不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶碗,632475827272,商品,秋冬季不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶,924,65,34.62,0.07035,0.53,37.47,0.00,0,0.00,0,0.00,0,709.58,0.00,709.58,11,11,0,0.16923,20.50,3.15,8,7,1,0.12308,1,0,,9,3.85,9,3.85,1,34.62,0.01538,4.33,12,2376.00,1,0,0,0,0.00,5,133,58,52,0.89655,0,0,0.14394,64,2,10,0.90909,0,0.00,0,11,1,64.51,734,56,5,1,649.68,0.07207,0.15625,277.88,2370
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69218869288,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,675934150888,商品,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,700,40,28.16,0.05714,0.70,40.23,0.00,0,0.00,0,0.00,0,174.51,0.00,174.51,4,4,0,0.1,6.20,7.04,6,6,0,0.15,2,1,28.16,9,3.13,8,3.52,3,14.08,0.05,4.69,4,396.00,1,1,0,0,0.00,5,70,35,30,0.85714,0,0,0.1,28,2,3,1,0,0.00,0,3,1,58.17,594,34,5,2,174.51,0.05646,0.10526,21.42,1334
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69218257631,保温饭盒儿童小学生专用一年级分格餐盘316不锈钢餐盒微波炉加热,737354191331,商品,保温饭盒儿童小学生专用分格餐盘316不锈钢分隔上班族便当盒餐盒,70,1,0.89,0.01429,0.89,12.71,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.01429,0,1,0,,0,0.00,0,0,,,53,1,0,0,0.00,0.01563,0,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69218181897,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,720335400398,商品,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,383,25,13.27,0.06527,0.53,34.65,0.00,0,0.00,0,0.00,0,69.90,0.00,69.90,1,1,0,0.04,5.27,13.27,5,5,0,0.2,4,0,,9,1.47,9,1.47,4,3.32,0.16,2.65,1,199.00,2,2,0,0,0.00,1,81,23,17,0.73913,0,0,0.21149,56,4,1,1,0,0.00,0,1,1,69.90,304,23,4,3,69.90,0.06371,0.04348,36.97,556
2024-09-12,371,关键词推广,371,关键词推广,69220554533,多链接_饭盒保温桶智能控成本,69216011694,多层保温饭盒可微波炉加热带饭桶大容量便携上班族不锈钢便当餐盒,696808936573,商品,多层保温饭盒秋冬季可微波炉加热带饭桶碗上班族不锈钢便当盒餐盒,281,31,18.17,0.11032,0.59,64.66,0.00,0,0.00,0,0.00,0,49.90,0.00,49.90,1,1,0,0.03226,2.75,18.17,4,3,1,0.12903,1,0,,5,3.63,5,3.63,1,18.17,0.03226,4.54,1,199.00,1,0,0,0,0.00,1,72,28,27,0.96429,0,0,0.25623,41,3,1,1,0,0.00,0,1,1,49.90,243,28,4,1,49.90,0.11439,0.03226,13.73,464
2024-09-12,371,关键词推广,371,关键词推广,69020005413,简约咖啡杯日常收割,71206088636,咖啡杯保温水杯2024新款女不锈钢保冷杯子便携男生可乐豆浆随行杯,806503062347,商品,咖啡杯保温水杯2024新款女不锈钢保冷杯子便携男生可乐豆浆随行杯,8875,184,250.00,0.02073,1.36,28.17,0.00,0,0.00,0,0.00,0,403.14,355.08,758.22,22,13,9,0.11957,3.03,11.36,32,20,12,0.17391,11,0,,43,5.81,43,5.81,11,22.73,0.05978,7.81,26,2694.00,7,4,0,0,0.00,3,342,163,148,0.90798,0,0,0.03854,154,2,14,0.77778,0,0.00,0,18,1,42.12,6758,164,16,6,579.72,0.02028,0.10286,533.42,9720
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,71740247344,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,807401375016,商品,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,17,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,16,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,71616389493,冬天不锈钢保温饭盒24小时超长多层大容量便携带饭桶壶手提上班族,767759025702,商品,冬天不锈钢保温饭盒24小时超长多层大容量便携带饭桶壶手提上班族,19,2,0.77,0.10526,0.39,40.53,0.00,0,0.00,0,0.00,0,59.88,59.88,119.76,2,1,1,1,155.53,0.39,0,0,0,0,0,0,,0,,0,,0,,0,,2,397.00,0,0,0,0,0.00,0,7,2,2,1,0,0,0.36842,5,4,1,1,0,0.00,0,1,2,119.76,16,2,0,0,119.76,0.11765,1,43.20,650
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,71139973827,保温饭盒上班族冬天超长保温桶24小时不锈钢便当盒大容量便携汤壶,813205216722,商品,保温饭盒上班族冬天超长保温桶24小时不锈钢便当盒大容量便携汤壶,31,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,19,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,70994196018,冬天不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶碗,632475827272,商品,秋冬季不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶,86,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,50,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69475330803,多层不锈钢保温饭盒冬天24小时超长大容量带饭桶便携上班族汤壶碗,747417320309,商品,多层不锈钢保温饭盒冬天24小时超长大容量带饭桶便携上班族汤壶碗,231,5,2.35,0.02165,0.47,10.17,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,14,4,2,0.5,0,0,0.06061,9,4,0,,0,0.00,0,0,,,162,4,0,0,0.00,0.02463,0,2.00,55
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69473489297,多层超长保温饭盒桶家用上班族带饭便携汤碗可微波炉加热便当餐盒,717749108421,商品,多层超长保温饭盒桶家用上班族带饭便携汤碗可微波炉加热便当餐盒,49,1,0.36,0.02041,0.36,7.35,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.02041,0,1,0,,0,0.00,0,0,,,24,1,0,0,0.00,0.03846,0,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69189258494,高中初中不锈钢保温饭盒小学生上学专用分格餐盘便当餐盒碗上班族,667030585129,商品,高中初中不锈钢保温饭盒小学生上学专用分格餐盘便当餐盒碗上班族,298,9,6.07,0.0302,0.67,20.37,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.11111,0,0,,1,6.07,1,6.07,0,,0,6.07,0,0.00,0,0,0,0,0.00,2,16,7,6,0.85714,0,0,0.05369,7,2,0,,0,0.00,0,0,,,223,7,0,0,0.00,0.02135,0,0.17,63
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69188574782,冬天不锈钢保温饭盒24小时超长便携大容量带饭桶家用上班族汤壶碗,668167398519,商品,秋冬季不锈钢保温饭盒24小时超长便携大容量带饭桶家用上班族汤壶,24,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,13,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69184979837,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,720335400398,商品,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,226,20,9.23,0.0885,0.46,40.84,0.00,0,0.00,0,0.00,0,69.88,212.82,282.70,4,1,3,0.2,30.63,2.31,6,1,5,0.3,0,0,,6,1.54,6,1.54,0,,0,1.54,4,796.00,0,0,0,0,0.00,2,73,19,12,0.63158,0,0,0.32301,53,4,2,1,0,0.00,0,2,2,141.35,186,19,3,0,282.70,0.08879,0.21053,91.71,1630
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69184977857,超长保温饭盒上班族可微波炉加热带饭桶多层便当盒小学生专用餐盒,743658864782,商品,超长保温饭盒上班族可微波炉加热带饭桶多层便当盒小学生专用餐盒,171,13,3.68,0.07602,0.28,21.52,0.00,0,0.00,0,0.00,0,53.96,0.00,53.96,1,1,0,0.07692,14.66,3.68,2,1,1,0.15385,2,0,,4,0.92,4,0.92,2,1.84,0.15385,1.84,1,199.00,2,0,0,0,0.00,2,18,12,10,0.83333,0,0,0.10526,5,2,1,1,0,0.00,0,1,1,53.96,140,12,2,2,53.96,0.07975,0.07692,45.69,880
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69176471037,多层保温饭盒上班族学生专用可微波炉加热带饭桶大容量便当盒餐盒,740423777764,商品,超长保温饭盒上班族可微波炉加热带饭桶冬季便当盒餐盒小学生专用,405,45,22.74,0.11111,0.51,56.15,0.00,0,0.00,0,0.00,0,279.36,54.88,334.24,6,5,1,0.13333,14.70,3.79,2,2,0,0.04444,1,0,,3,7.58,3,7.58,1,22.74,0.02222,11.37,6,1144.00,1,0,0,0,0.00,3,87,39,35,0.89744,0,0,0.21481,42,2,6,1,0,0.00,0,6,1,55.71,360,39,2,1,334.24,0.11168,0.13636,84.91,1093
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69053744980,保温饭盒上班族小学生专用带饭桶可微波炉加热多层便携便当盒餐盒,726635389726,商品,保温饭盒冬季上班族小学生专用带饭桶可微波炉加热多层便当盒餐盒,200,5,2.62,0.025,0.52,13.10,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,9,4,3,0.75,0,0,0.045,4,2,0,,0,0.00,0,0,,,139,4,0,0,0.00,0.0226,0,0.25,31
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69017239133,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,675934150888,商品,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,34,3,0.64,0.08824,0.21,18.82,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,3,3,3,1,0,0,0.08824,0,1,0,,0,0.00,0,0,,,28,3,0,0,0.00,0.09677,0,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69015701688,多层保温饭盒可微波炉加热带饭桶大容量便携上班族不锈钢便当餐盒,696808936573,商品,多层保温饭盒秋冬季可微波炉加热带饭桶碗上班族不锈钢便当盒餐盒,464,63,28.99,0.13578,0.46,62.48,0.00,0,0.00,0,0.00,0,113.94,74.88,188.82,3,2,1,0.04762,6.51,9.66,7,6,1,0.11111,0,0,,7,4.14,7,4.14,0,,0,4.14,3,597.00,0,0,0,0,0.00,2,127,51,47,0.92157,0,0,0.27371,63,2,2,0.66667,0,0.00,0,3,1,62.94,337,50,6,0,134.76,0.15309,0.03226,39.64,871
2024-09-12,371,关键词推广,371,关键词推广,69018298957,多链接_饭盒学生小学生专用收割,69015689901,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,693830220783,商品,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,444,42,22.55,0.09459,0.54,50.79,0.00,0,0.00,0,0.00,0,294.56,148.76,443.32,8,4,4,0.19048,19.66,2.82,9,7,2,0.21429,1,0,,10,2.26,10,2.26,1,22.55,0.02381,2.51,8,1574.00,1,0,0,0,0.00,6,111,37,34,0.91892,0,0,0.25,69,3,5,0.83333,0,0.00,0,6,1,73.89,371,37,7,1,353.44,0.09785,0.17073,114.58,1708
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71753904651,保温杯儿童学生上学专用吸管水杯女孩2024新款幼儿园宝宝男孩水壶,825611842718,商品,保温杯儿童学生上学专用吸管水杯女孩2024新款幼儿园宝宝男孩水壶,3,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,3,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71724064683,蛋仔派对保温杯儿童男孩上学专用小学生吸管水杯一年级幼儿园水壶,828724208433,商品,蛋仔派对保温杯儿童男孩上学专用小学生吸管水杯一年级幼儿园水壶,195,7,2.05,0.0359,0.29,10.51,0.00,0,0.00,0,0.00,0,42.90,0.00,42.90,1,1,0,0.14286,20.93,2.05,1,1,0,0.14286,0,0,,1,2.05,1,2.05,0,,0,2.05,1,129.00,0,0,0,0,0.00,1,9,7,7,1,0,0,0.04615,2,1,1,1,0,0.00,0,1,1,42.90,131,7,1,0,42.90,0.04348,0.14286,13.14,803
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71667122774,不锈钢儿童保温饭盒中小学生上学专用女孩一年级餐盒上班族便当盒,826375435952,商品,不锈钢儿童保温饭盒中小学生上学专用女孩一年级餐盒上班族便当盒,43,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,23,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71639596149,儿童保温杯女孩上学专用小学生水杯幼儿园一年级吸管杯子宝宝水壶,827189960269,商品,儿童保温杯女孩上学专用小学生水杯幼儿园一年级吸管杯子宝宝水壶,37,1,0.36,0.02703,0.36,9.73,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.02703,0,1,0,,0,0.00,0,0,,,33,1,0,0,0.00,0.02778,0,0.00,1
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71615365275,蛋仔派对儿童保温杯男孩小学生上学专用幼儿园一年级女童吸管水杯,826234492041,商品,蛋仔派对儿童保温杯男孩小学生上学专用幼儿园一年级女童吸管水杯,28,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,22,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71606727583,密码锁保温杯儿童男孩上学专用女孩一年级幼儿园小学生指纹水杯子,828385668327,商品,密码锁保温杯儿童男孩上学专用女孩一年级幼儿园小学生指纹水杯子,34,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,28,0,0,0,0.00,0,,0.00,0
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71149931847,咖啡杯保温杯子男女生便携随行水杯办公室不锈钢高档精致手提外带,717594930272,商品,咖啡杯保温杯子男女生便携随行水杯办公室不锈钢高档精致手提外带,1382,50,31.17,0.03618,0.62,22.55,0.00,0,0.00,0,0.00,0,149.38,54.90,204.28,6,5,1,0.12,6.55,5.20,9,8,1,0.18,0,0,,9,3.46,9,3.46,0,,0,3.46,6,644.00,0,0,0,0,0.00,2,87,42,35,0.83333,0,0,0.06295,37,2,4,0.8,0,0.00,0,5,1,40.86,939,42,7,0,119.48,0.03566,0.08696,57.42,1047
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,71090159679,不锈钢保温饭盒小学生专用上班族儿童便当盒分格餐盒可微波炉加热,807019040671,商品,不锈钢保温饭盒小学生专用上班族儿童便当盒分格餐盒可微波炉加热,111,3,4.48,0.02703,1.49,40.36,0.00,0,0.00,0,0.00,0,0.00,109.70,109.70,2,0,2,0.66667,24.49,2.24,4,2,2,1.33333,0,0,,4,1.12,4,1.12,0,,0,1.12,2,298.00,0,0,0,0,0.00,0,7,3,2,0.66667,0,0,0.06306,4,2,1,0.5,0,0.00,0,2,1,54.85,80,3,2,0,49.90,0.02105,0.5,51.84,890
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,70992796066,蛋仔派对儿童水杯上学专用2024新款男孩学生分仓双饮杯子水壶夏季,803032885082,商品,蛋仔派对儿童水杯上学专用2024新款男孩学生分仓双饮杯子水壶夏季,257,31,35.10,0.12062,1.13,136.58,0.00,0,0.00,0,0.00,0,691.38,0.00,691.38,10,10,0,0.32258,19.70,3.51,6,5,1,0.19355,2,0,,8,4.39,8,4.39,2,17.55,0.06452,5.85,10,1690.00,2,0,0,0,0.00,1,77,26,19,0.73077,0,0,0.29961,46,3,7,0.7,0,0.00,0,10,1,69.14,179,26,5,2,482.00,0.1179,0.25926,427.43,4203
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,70910782549,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,720335400398,商品,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,781,57,57.51,0.07298,1.01,73.64,0.00,0,0.00,0,0.00,0,469.38,69.90,539.28,7,6,1,0.12281,9.38,8.22,9,7,2,0.15789,3,0,,12,4.79,12,4.79,3,19.17,0.05263,6.39,7,1393.00,1,2,0,0,0.00,4,155,48,31,0.64583,0,0,0.19846,97,3,4,0.57143,0,0.00,0,7,1,77.04,517,48,7,0,309.58,0.06767,0.08889,259.99,3879
2024-09-12,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,70871939928,迪士尼草莓熊儿童吸管水杯大容量女高颜值上学专用大肚杯水壶夏季,768288470467,商品,迪士尼草莓熊儿童吸管水杯大容量女高颜值上学专用大肚杯水壶夏季,307,9,2.55,0.02932,0.28,8.31,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,10,9,7,0.77778,0,0,0.03257,1,1,0,,0,0.00,0,0,,,227,9,0,0,0.00,0.02888,0,0.10,23
